Name,Mobile,Email,Source,Location,Interested Product,Lead Value,Created By,Assigned To,Status,Priority,Created At
Uthkarsh Buch,916140424329,garakimaya@warrior.com,Google Ads,Chennai,ERP System,38836,Nygil Binoy,Sales4,unavailable,cold,2025-09-16
Mahika Walia,919318066826,baijubedi@yahoo.com,Referral,Delhi,ERP System,15838,Team Lead,Sales1,converted,cold,2025-08-25
Yuvraj  Sarin,919535972704,rohan31@gmail.com,Google Ads,Delhi,Web Design,95238,Appu Saviyo,Sales5,contacted,warm,2025-09-13
Indrans Bala,916439875261,kaladhruv@yahoo.com,LinkedIn,Hyderabad,CRM,40021,Admin,Sales4,converted,warm,2025-10-24
Krish Bava,919703119199,jayanray@baria-khalsa.com,Facebook,Mumbai,Web Design,32056,Nygil Binoy,Sales5,converted,cold,2025-09-04
Anaya Konda,918621054475,regeinaaya@yahoo.com,LinkedIn,Mumbai,CRM,81760,Nygil Binoy,Sales2,contacted,hot,2025-08-23
Vaibhav Goyal,918448450685,qbains@kaul-deep.com,Google Ads,Delhi,Mobile App,79231,Team Lead,Sales2,converted,cold,2025-10-26
Jivika Balasubramanian,917256856463,basakoorja@swamy-madan.biz,Google Ads,Delhi,Mobile App,68425,Admin,Sales2,closed,hot,2025-10-18
Ishita Balasubramanian,917191095508,rloyal@yahoo.com,LinkedIn,Chennai,CRM,33725,Nygil Binoy,Sales3,contacted,cold,2025-09-30
Anika Doctor,917686636869,tzacharia@krishnamurthy.net,Referral,Chennai,ERP System,83890,Johnson Joseph,Sales4,closed,warm,2025-10-22
Fateh Shukla,916324339920,ivancherian@gmail.com,LinkedIn,Kochi,Digital Marketing,68582,Johnson Joseph,Sales3,closed,warm,2025-08-18
Aarna Baral,917405696743,mishtiborah@hotmail.com,Naukri,Kochi,Web Design,96804,Appu Saviyo,Sales3,new,cold,2025-08-31
Samiha Swamy,917708176663,hariivana@majumdar-gaba.com,Instagram,Mumbai,CRM,65843,Johnson Joseph,Sales3,converted,warm,2025-09-25
Abram Srivastava,918350680837,johalindrajit@gmail.com,Naukri,Chennai,ERP System,64614,Johnson Joseph,Sales1,new,hot,2025-09-30
Emir Manda,918689420564,heer56@handa-sagar.info,Referral,Kochi,Web Design,21707,Appu Saviyo,Sales4,new,warm,2025-09-30
Armaan Chadha,916868950062,nbora@hotmail.com,LinkedIn,Chennai,Mobile App,21837,Johnson Joseph,Sales1,converted,warm,2025-10-11
Armaan Hora,916353993484,badalsharma@yahoo.com,Google Ads,Hyderabad,CRM,7787,Appu Saviyo,Sales3,contacted,warm,2025-11-03
Umang Anne,918815287619,sahil47@hotmail.com,Facebook,Hyderabad,Web Design,1142,Nygil Binoy,Sales4,new,hot,2025-10-11
Manikya Bhavsar,918549834042,usoman@yahoo.com,Instagram,Delhi,Digital Marketing,2217,Admin,Sales3,new,warm,2025-10-15
Lavanya Roy,918980840461,ahana-cherian@shanker-kibe.net,Instagram,Mumbai,Web Design,31008,Appu Saviyo,Sales1,new,hot,2025-10-29
Bhavin Kurian,917345834347,dugalrhea@jaggi.net,Google Ads,Bangalore,CRM,51164,Nygil Binoy,Sales2,new,cold,2025-10-30
Jayant Char,918419317349,dasharhaan@bakshi-gole.com,Facebook,Delhi,CRM,58684,Johnson Joseph,Sales2,contacted,warm,2025-09-01
Anahi Krishnan,918646026315,sanghaaniruddh@gmail.com,LinkedIn,Mumbai,CRM,12362,Admin,Sales2,new,cold,2025-09-11
Kimaya Kapoor,919135365431,jraj@gera-bumb.com,Referral,Bangalore,Digital Marketing,42222,Nygil Binoy,Sales2,converted,cold,2025-10-17
Raunak Atwal,916361845490,bumbkaira@gmail.com,Instagram,Delhi,ERP System,79644,Team Lead,Sales3,new,cold,2025-10-28
Neelofar Chowdhury,919761649148,nehmat68@venkatesh.com,Google Ads,Chennai,ERP System,80551,Team Lead,Sales2,closed,warm,2025-09-21
Neelofar Chadha,918775278048,ojasramanathan@sawhney-savant.com,Facebook,Chennai,Digital Marketing,51578,Admin,Sales2,closed,cold,2025-09-16
Stuvan Karpe,918550908958,anahitadora@hotmail.com,Facebook,Delhi,Web Design,48329,Johnson Joseph,Sales2,closed,cold,2025-09-25
Keya Behl,917807595119,jhanvi99@dixit-sani.com,Google Ads,Delhi,CRM,62736,Admin,Sales1,unavailable,hot,2025-09-21
Shayak Devi,916059242317,pranay43@gmail.com,Google Ads,Chennai,Web Design,8925,Appu Saviyo,Sales5,converted,cold,2025-09-25
Bhavin Swaminathan,919060718580,pihu20@hotmail.com,Naukri,Mumbai,Digital Marketing,92987,Appu Saviyo,Sales1,unavailable,cold,2025-09-23
Pranay Kadakia,918645901955,cshan@hotmail.com,Instagram,Bangalore,Web Design,41620,Admin,Sales5,contacted,hot,2025-10-13
Shlok Seshadri,918303778262,wsampath@doctor.net,Google Ads,Mumbai,ERP System,84138,Admin,Sales3,closed,cold,2025-08-23
Divit Keer,919635552887,samaira82@yogi.com,Instagram,Kochi,CRM,12300,Appu Saviyo,Sales1,closed,cold,2025-08-27
Mamooty Sharma,918614915281,vsubramaniam@yahoo.com,Facebook,Bangalore,CRM,16655,Admin,Sales2,new,hot,2025-08-31
Anahi Varghese,918132077306,obala@mannan.info,Google Ads,Delhi,ERP System,95472,Johnson Joseph,Sales2,converted,hot,2025-10-31
Damini Bhasin,919220265024,zain02@gmail.com,Google Ads,Hyderabad,Web Design,4847,Johnson Joseph,Sales4,converted,cold,2025-08-25
Yuvraj  Mane,916274328104,sakshamvenkataraman@hotmail.com,Google Ads,Hyderabad,ERP System,83251,Admin,Sales4,closed,cold,2025-08-23
Aradhya Ganesan,917546720356,myra00@devan-cheema.com,Facebook,Mumbai,ERP System,22873,Johnson Joseph,Sales2,converted,hot,2025-09-30
Ayesha Srivastava,919840853628,mannatkalla@kala.info,Naukri,Hyderabad,Web Design,30937,Team Lead,Sales1,new,hot,2025-09-12
Armaan Loke,917050340486,abram58@andra.com,Facebook,Mumbai,Mobile App,51197,Nygil Binoy,Sales2,new,cold,2025-10-05
Mamooty Saran,919449354722,hansh16@hotmail.com,LinkedIn,Hyderabad,Digital Marketing,30427,Johnson Joseph,Sales2,closed,cold,2025-10-02
Ivan Bali,917374110948,riaan78@lala.com,Google Ads,Kochi,ERP System,49864,Admin,Sales5,new,hot,2025-09-08
Taimur Sheth,916958572516,zoyajaggi@comar.com,Naukri,Kochi,Digital Marketing,10034,Appu Saviyo,Sales3,converted,warm,2025-08-26
Khushi Krishnan,916371022983,goswamiriya@sule.com,Naukri,Mumbai,Web Design,49354,Nygil Binoy,Sales3,unavailable,warm,2025-10-19
Kimaya Bajwa,919176454660,bajwaprisha@joshi.biz,Naukri,Chennai,Digital Marketing,49270,Team Lead,Sales4,contacted,cold,2025-08-17
Anika Sarna,919867374499,raniasankar@agrawal.com,Naukri,Chennai,CRM,1835,Appu Saviyo,Sales1,contacted,cold,2025-10-09
Misha Raman,917487878460,gthakur@sem.com,LinkedIn,Hyderabad,Web Design,44911,Admin,Sales4,converted,hot,2025-08-17
Charvi Chaudhary,916881303105,elakshi35@jayaraman.com,Naukri,Chennai,Digital Marketing,65491,Admin,Sales2,converted,hot,2025-09-28
Lakshay Sankaran,916188550198,miraan00@hotmail.com,Instagram,Delhi,Digital Marketing,92861,Johnson Joseph,Sales4,new,cold,2025-08-14
Kaira Sami,916410500102,divijsridhar@hotmail.com,Naukri,Chennai,Digital Marketing,10808,Team Lead,Sales5,new,warm,2025-08-13
Onkar Rout,918845174979,qdivan@bakshi-bedi.com,Instagram,Chennai,Mobile App,35208,Johnson Joseph,Sales4,converted,warm,2025-10-29
Riaan Gole,917944580162,hshankar@gmail.com,Google Ads,Chennai,Web Design,27569,Nygil Binoy,Sales5,new,hot,2025-10-27
Aayush Varkey,916453796587,shalvgola@rastogi-desai.com,Instagram,Mumbai,Digital Marketing,42160,Appu Saviyo,Sales1,unavailable,warm,2025-09-11
Jivin Bhandari,919308571144,rkari@yahoo.com,Instagram,Mumbai,Mobile App,61731,Johnson Joseph,Sales1,new,hot,2025-10-11
Yasmin Kade,919468602282,bhattirasha@balan.com,LinkedIn,Bangalore,ERP System,6286,Nygil Binoy,Sales3,contacted,hot,2025-09-15
Zaina Mane,919054397788,manjarigupta@yahoo.com,Instagram,Bangalore,Digital Marketing,68300,Admin,Sales3,converted,hot,2025-10-04
Piya Wable,916133496549,hkohli@kannan-bajaj.com,Referral,Mumbai,ERP System,99052,Team Lead,Sales2,new,warm,2025-08-31
Abram Sarraf,916437688716,ela89@kalita.com,Instagram,Kochi,Web Design,9083,Nygil Binoy,Sales2,contacted,warm,2025-09-21
Nitara Sandhu,917598757527,ivanawalla@hotmail.com,LinkedIn,Hyderabad,Web Design,77326,Team Lead,Sales3,new,hot,2025-08-11
Nayantara Brar,916276905285,kvirk@gmail.com,Instagram,Hyderabad,Digital Marketing,17880,Admin,Sales3,new,hot,2025-10-17
Samarth Dara,917979958124,badal83@hotmail.com,Facebook,Chennai,ERP System,57774,Appu Saviyo,Sales4,new,warm,2025-10-07
Yuvaan Taneja,918934377138,karpeahana@kapur.info,Referral,Chennai,Mobile App,29143,Nygil Binoy,Sales3,converted,warm,2025-09-18
Fateh Kothari,919794276323,jaggizain@mallick.com,Instagram,Kochi,ERP System,82156,Team Lead,Sales2,converted,warm,2025-10-25
Vritika Ramakrishnan,917769493025,neysasampath@yahoo.com,Naukri,Mumbai,Web Design,12497,Johnson Joseph,Sales4,contacted,warm,2025-09-08
Baiju Taneja,916856664739,jgandhi@rama.com,LinkedIn,Delhi,CRM,83674,Team Lead,Sales1,closed,cold,2025-10-14
Farhan Bava,917542374768,gardesumer@sura.net,Referral,Delhi,Digital Marketing,46093,Team Lead,Sales5,converted,warm,2025-09-11
Azad Yadav,917161512446,tboase@sen.com,Instagram,Kochi,Mobile App,79265,Nygil Binoy,Sales1,converted,hot,2025-10-04
Kanav Bhasin,919473141960,amiratella@gmail.com,Referral,Delhi,Mobile App,77544,Nygil Binoy,Sales2,new,hot,2025-10-14
Emir Shukla,918821211202,ravelpari@hotmail.com,Instagram,Bangalore,ERP System,97607,Admin,Sales2,unavailable,warm,2025-08-17
Amira Sahni,917523874287,hagate@bajwa.org,Instagram,Chennai,CRM,78662,Johnson Joseph,Sales3,unavailable,hot,2025-09-21
Rania Mann,919021307114,ehsaanhari@rama.com,LinkedIn,Bangalore,ERP System,74873,Nygil Binoy,Sales5,contacted,warm,2025-09-23
Aaina Ramanathan,918328407443,vivaan54@swaminathan-bhavsar.com,Google Ads,Chennai,Digital Marketing,5975,Admin,Sales1,contacted,cold,2025-09-15
Rati Mahal,916939777262,krishcheema@hotmail.com,Facebook,Delhi,Digital Marketing,1089,Johnson Joseph,Sales5,contacted,hot,2025-10-14
Piya Gera,917463548951,daminimadan@ray.com,LinkedIn,Chennai,Mobile App,8806,Admin,Sales2,unavailable,cold,2025-10-18
Jhanvi Khatri,919939447721,aarna08@gmail.com,Instagram,Kochi,ERP System,48826,Admin,Sales3,closed,cold,2025-08-08
Hunar Bala,916433929868,priyanshsheth@dhar.com,Google Ads,Bangalore,Mobile App,18884,Nygil Binoy,Sales4,closed,cold,2025-08-20
Prisha Srinivasan,917362721798,suhanamadan@gmail.com,Instagram,Hyderabad,ERP System,91906,Team Lead,Sales3,contacted,cold,2025-09-09
Ehsaan Randhawa,918529521639,gdani@dhawan.com,Instagram,Mumbai,Mobile App,97206,Johnson Joseph,Sales2,contacted,cold,2025-11-03
Vidur Joshi,916007721941,ahujashanaya@yahoo.com,LinkedIn,Delhi,Digital Marketing,75381,Admin,Sales2,unavailable,warm,2025-08-25
Mamooty Ravel,919955829012,urviseshadri@gmail.com,Naukri,Chennai,ERP System,14645,Appu Saviyo,Sales2,converted,cold,2025-09-03
Jayesh Sanghvi,916334176969,jayantshah@bhasin.biz,Instagram,Bangalore,Mobile App,23005,Admin,Sales3,closed,hot,2025-09-02
Hansh Buch,917139078760,gandhianahita@hotmail.com,Instagram,Chennai,Web Design,46938,Johnson Joseph,Sales1,new,hot,2025-08-21
Indrans Edwin,917657587204,ayesha98@bansal-srinivasan.com,Referral,Hyderabad,Digital Marketing,22802,Appu Saviyo,Sales4,closed,warm,2025-09-26
Kabir Lad,918345155074,zeeshanmagar@jaggi.com,Referral,Kochi,Digital Marketing,76766,Nygil Binoy,Sales2,closed,hot,2025-10-30
Nitara Gandhi,919432514526,ritvik39@hotmail.com,Facebook,Bangalore,Web Design,42774,Johnson Joseph,Sales1,new,warm,2025-09-21
Farhan Sami,916730596287,pdara@hotmail.com,Referral,Chennai,Web Design,72702,Admin,Sales3,unavailable,cold,2025-11-03
Arnav Sanghvi,919836377197,hsunder@yahoo.com,Referral,Hyderabad,Web Design,57534,Nygil Binoy,Sales5,closed,hot,2025-08-30
Anay Kuruvilla,916230020161,ckohli@yahoo.com,Facebook,Bangalore,CRM,25901,Appu Saviyo,Sales5,unavailable,warm,2025-11-01
Samarth Kurian,918837246354,chackotrisha@loke.com,Google Ads,Bangalore,CRM,13571,Admin,Sales4,unavailable,cold,2025-08-26
Piya Kala,919607147617,heerthakkar@vyas.biz,Referral,Chennai,Web Design,48294,Admin,Sales4,new,warm,2025-10-07
Siya Sankar,919538611992,karpesaanvi@bahl-bassi.com,LinkedIn,Hyderabad,ERP System,63957,Nygil Binoy,Sales1,new,hot,2025-08-11
Yashvi Dass,916733718685,pranayjani@kar-rau.biz,LinkedIn,Bangalore,Web Design,63071,Admin,Sales3,closed,warm,2025-09-17
Advik Hayer,918100654796,regesaira@balay.org,LinkedIn,Bangalore,Web Design,85130,Team Lead,Sales4,contacted,warm,2025-08-10
Taimur Krishnamurthy,919803162153,vedika49@dhaliwal.biz,Referral,Bangalore,CRM,59428,Admin,Sales3,closed,warm,2025-09-13
Anika Brar,917131297865,siyahayre@divan.com,Instagram,Bangalore,ERP System,9079,Nygil Binoy,Sales1,new,cold,2025-10-10
Aayush Malhotra,917476572736,bailaarush@raju.net,Naukri,Mumbai,ERP System,30820,Team Lead,Sales1,closed,cold,2025-08-14
Lakshay Shere,917798011065,zainzachariah@hotmail.com,Naukri,Hyderabad,Digital Marketing,76066,Nygil Binoy,Sales4,converted,hot,2025-10-27
Ishaan Chanda,917695671834,kartik12@sura.com,LinkedIn,Kochi,ERP System,75870,Team Lead,Sales5,unavailable,hot,2025-10-27
Neelofar Maharaj,916516606697,oorja14@chaudhary.org,Referral,Chennai,CRM,28772,Nygil Binoy,Sales2,new,warm,2025-09-22
Taimur Bhatt,916336590217,dharmiraya@yogi.com,LinkedIn,Mumbai,CRM,83211,Nygil Binoy,Sales5,converted,warm,2025-09-22
Shalv Randhawa,919911875479,jivikamander@yahoo.com,LinkedIn,Kochi,Web Design,51868,Team Lead,Sales4,unavailable,warm,2025-10-23
Aaryahi Chad,919679172843,nishith36@trivedi-gole.com,Google Ads,Delhi,Digital Marketing,2620,Team Lead,Sales5,unavailable,warm,2025-10-10
Anvi Kashyap,916483264745,urvi47@hotmail.com,Referral,Chennai,CRM,75264,Team Lead,Sales5,new,hot,2025-08-16
Neelofar Raman,918416708343,hiran83@sha-wali.com,Facebook,Bangalore,ERP System,46071,Appu Saviyo,Sales3,closed,cold,2025-10-15
Advik Vala,918085570788,lsodhi@badami.com,Naukri,Delhi,Digital Marketing,5910,Nygil Binoy,Sales3,closed,hot,2025-09-27
Neysa Soman,918655339870,vihaan39@varty.info,Naukri,Hyderabad,Digital Marketing,6083,Appu Saviyo,Sales3,contacted,hot,2025-09-23
Vivaan Gopal,919202971098,zararana@butala.com,Referral,Bangalore,Mobile App,3651,Johnson Joseph,Sales3,converted,warm,2025-09-18
Jayesh Mandal,919619998445,cgola@sidhu.com,Referral,Hyderabad,Web Design,30878,Nygil Binoy,Sales3,closed,warm,2025-08-12
Tushar Dada,917157150012,elasule@hari-keer.info,LinkedIn,Mumbai,ERP System,85614,Admin,Sales2,closed,hot,2025-10-30
Arnav Sachar,919923164030,sarrafelakshi@hotmail.com,Referral,Hyderabad,Digital Marketing,68698,Johnson Joseph,Sales1,unavailable,hot,2025-10-25
Seher Deep,916281822724,ysachdeva@raj-sachdeva.com,Google Ads,Hyderabad,ERP System,53872,Nygil Binoy,Sales5,unavailable,hot,2025-09-25
Uthkarsh Choudhury,916746196273,shray77@hotmail.com,Instagram,Chennai,Web Design,33701,Admin,Sales4,new,warm,2025-08-06
Advika Butala,919026379752,kuriannayantara@cherian-borde.com,Instagram,Bangalore,Mobile App,61846,Team Lead,Sales4,new,cold,2025-08-21
Lavanya Sekhon,916131267917,zeeshantak@sem-bhandari.info,Instagram,Bangalore,Digital Marketing,78862,Appu Saviyo,Sales2,closed,cold,2025-10-10
Anvi Cheema,918367960313,papte@bhatt.org,Google Ads,Bangalore,CRM,34903,Admin,Sales3,new,warm,2025-08-21
Mohanlal Kunda,916213249628,bhavinchacko@chana-kuruvilla.biz,Instagram,Delhi,CRM,30012,Nygil Binoy,Sales2,converted,cold,2025-10-03
Saira Seth,917758820024,chokshialia@hotmail.com,Naukri,Kochi,Web Design,63140,Nygil Binoy,Sales2,unavailable,hot,2025-09-20
Jayan Choudhary,916961084962,yashvimanne@gmail.com,Google Ads,Delhi,Mobile App,94420,Johnson Joseph,Sales4,closed,warm,2025-10-05
Ivan Sengupta,917971381481,lraju@gmail.com,Google Ads,Chennai,Digital Marketing,40602,Team Lead,Sales5,closed,cold,2025-08-28
Veer Bhatti,916439427140,chaudhurielakshi@sani.com,Facebook,Delhi,Mobile App,74591,Team Lead,Sales5,converted,warm,2025-10-03
Jayesh Khanna,918939532043,batraanya@bhattacharyya.net,Facebook,Mumbai,Web Design,45077,Johnson Joseph,Sales3,converted,warm,2025-10-25
Urvi Sane,918818012241,cgoyal@hotmail.com,LinkedIn,Hyderabad,Mobile App,25688,Nygil Binoy,Sales5,contacted,hot,2025-09-26
Manikya Suresh,919459294749,lgill@hotmail.com,Naukri,Mumbai,Mobile App,90228,Nygil Binoy,Sales1,closed,warm,2025-11-02
Aarna Bhavsar,917114227340,osinha@gmail.com,Referral,Mumbai,Digital Marketing,97564,Admin,Sales5,unavailable,hot,2025-09-02
Onkar Chandra,917473891248,manielakshi@lad.biz,LinkedIn,Hyderabad,CRM,90957,Team Lead,Sales4,converted,cold,2025-10-08
Prisha Suri,917289326948,ggolla@gmail.com,Instagram,Hyderabad,ERP System,24741,Johnson Joseph,Sales1,closed,hot,2025-09-16
Pranay Varma,919182222430,manjari46@gmail.com,Google Ads,Hyderabad,ERP System,24995,Johnson Joseph,Sales1,contacted,warm,2025-09-15
Jayesh Goyal,916959186138,ryan95@hotmail.com,LinkedIn,Bangalore,Digital Marketing,44426,Johnson Joseph,Sales3,unavailable,warm,2025-09-13
Nirvi Bhargava,917991836726,ssrinivas@bedi.net,Facebook,Mumbai,Web Design,84151,Team Lead,Sales5,unavailable,hot,2025-09-13
Zaina Maharaj,918028168087,vidurravi@suri.com,Instagram,Delhi,Web Design,90220,Appu Saviyo,Sales5,converted,warm,2025-09-20
Dhruv Balay,916232194392,tusharbaral@hotmail.com,Instagram,Chennai,CRM,45914,Appu Saviyo,Sales5,closed,hot,2025-08-09
Yakshit Rana,917358856601,somanjayant@hotmail.com,LinkedIn,Chennai,Web Design,64908,Johnson Joseph,Sales2,converted,cold,2025-09-22
Aayush Chaudhuri,916249166485,arhaansrinivasan@hotmail.com,Facebook,Mumbai,Mobile App,28444,Nygil Binoy,Sales5,contacted,warm,2025-09-24
Mannat Chad,919372455146,nakul02@devi.com,Facebook,Chennai,ERP System,57847,Appu Saviyo,Sales4,closed,warm,2025-10-10
Yuvaan Raj,917646331504,shanrenee@bath.com,Facebook,Kochi,ERP System,27137,Johnson Joseph,Sales1,converted,cold,2025-10-15
Shray Tandon,916818520766,mahikachatterjee@yahoo.com,Facebook,Hyderabad,Web Design,83141,Nygil Binoy,Sales2,converted,warm,2025-09-14
Pranay Chahal,916553753599,mammendevansh@hotmail.com,Facebook,Mumbai,ERP System,78158,Johnson Joseph,Sales2,new,hot,2025-09-03
Farhan Suri,917280768911,rania76@hotmail.com,Google Ads,Mumbai,ERP System,79167,Team Lead,Sales3,closed,cold,2025-09-21
Tanya Gara,916574621243,lyadav@gmail.com,Google Ads,Mumbai,Mobile App,99319,Nygil Binoy,Sales2,closed,hot,2025-09-21
Pranay Bandi,916981049082,parinaazsarna@gmail.com,Instagram,Hyderabad,CRM,28681,Admin,Sales5,unavailable,hot,2025-10-22
Zain Goda,916528976690,nishith41@samra-shere.com,Google Ads,Hyderabad,Web Design,50177,Johnson Joseph,Sales5,unavailable,hot,2025-08-13
Anika Dugar,918550884435,kairadesai@gmail.com,Facebook,Hyderabad,Web Design,86664,Admin,Sales1,new,warm,2025-10-17
Charvi Shan,917908315331,saradara@chauhan-contractor.com,Referral,Kochi,ERP System,34126,Appu Saviyo,Sales2,contacted,cold,2025-10-26
Miraya Gokhale,918945230984,bhasindhanush@saini.com,LinkedIn,Kochi,Mobile App,56164,Admin,Sales5,converted,cold,2025-10-19
Anya Grewal,918601179659,kyadav@yahoo.com,LinkedIn,Chennai,Digital Marketing,14751,Team Lead,Sales5,new,warm,2025-09-22
Tarini Kumer,916489680170,wchoudhry@hotmail.com,Facebook,Mumbai,CRM,80823,Nygil Binoy,Sales3,unavailable,hot,2025-08-18
Eshani Sura,917537262560,cmadan@hotmail.com,LinkedIn,Mumbai,Mobile App,22020,Admin,Sales5,closed,hot,2025-09-08
Piya Soni,918955813290,sbhasin@karpe.com,Referral,Bangalore,CRM,1358,Admin,Sales1,new,cold,2025-08-07
Vaibhav Mannan,918873427320,taran94@mahal.com,Referral,Chennai,Web Design,68070,Admin,Sales1,converted,cold,2025-09-01
Manjari Garg,916992825867,charvikala@gmail.com,Referral,Bangalore,Mobile App,61853,Admin,Sales1,contacted,hot,2025-09-15
Tejas Varma,919660380242,alisha29@gmail.com,Google Ads,Bangalore,Mobile App,56836,Admin,Sales1,new,hot,2025-09-30
Divyansh Sen,919659306670,ivanakalita@yahoo.com,Instagram,Hyderabad,CRM,44078,Johnson Joseph,Sales4,unavailable,warm,2025-08-25
Yasmin Shankar,919773023694,aswaminathan@kade.com,LinkedIn,Kochi,Mobile App,45921,Nygil Binoy,Sales1,closed,warm,2025-10-31
Vedika Kohli,917960818751,jhanvi90@yahoo.com,Google Ads,Mumbai,Digital Marketing,56278,Nygil Binoy,Sales1,contacted,cold,2025-08-15
Biju Chokshi,919119911995,otripathi@gmail.com,Facebook,Chennai,Web Design,55529,Team Lead,Sales4,unavailable,cold,2025-09-18
Pranay Gole,917881894932,shray06@gmail.com,Instagram,Delhi,Digital Marketing,48002,Team Lead,Sales1,contacted,warm,2025-09-09
Kashvi Mani,919953079243,sumer58@soman-shan.info,Referral,Kochi,Digital Marketing,58761,Admin,Sales1,converted,cold,2025-10-31
Vaibhav Rana,917349641712,jraval@gmail.com,Facebook,Hyderabad,ERP System,98468,Team Lead,Sales5,contacted,cold,2025-10-07
Aaina Raval,919750123059,baralishaan@yahoo.com,Google Ads,Delhi,ERP System,91209,Team Lead,Sales1,closed,cold,2025-08-28
Samar Sachdeva,919120946447,lavanya64@yahoo.com,Instagram,Mumbai,Mobile App,87993,Appu Saviyo,Sales2,unavailable,cold,2025-10-20
Siya Raj,916234359689,lchacko@gmail.com,Facebook,Hyderabad,CRM,67265,Appu Saviyo,Sales4,contacted,hot,2025-08-18
Nitara Dass,919227367284,ivanissac@batta.info,Referral,Bangalore,CRM,44371,Johnson Joseph,Sales1,unavailable,hot,2025-09-28
Anay Solanki,918364360455,benprerak@hotmail.com,LinkedIn,Mumbai,Digital Marketing,31801,Admin,Sales4,closed,cold,2025-08-21
Neysa Wali,917924568778,manikya34@yahoo.com,Facebook,Mumbai,Digital Marketing,42426,Admin,Sales4,new,hot,2025-10-05
Hansh Lall,917732760138,badalnitara@vasa-gaba.info,Referral,Kochi,ERP System,72971,Admin,Sales1,unavailable,cold,2025-09-20
Ira Kapadia,918738205384,kiararaju@raval-shere.org,Google Ads,Delhi,ERP System,28112,Appu Saviyo,Sales3,converted,hot,2025-09-17
Shray Khosla,919507221724,kantryan@jhaveri-de.com,Instagram,Mumbai,Mobile App,74420,Team Lead,Sales5,closed,cold,2025-09-04
Aarav Lal,918822511659,reyansh78@sankaran.info,Google Ads,Hyderabad,Digital Marketing,15945,Admin,Sales2,new,warm,2025-09-04
Tiya Kale,917525310290,yashviaggarwal@hotmail.com,LinkedIn,Bangalore,ERP System,69417,Johnson Joseph,Sales1,new,hot,2025-09-11
Zain Wadhwa,918114937010,kdash@hotmail.com,Instagram,Hyderabad,Digital Marketing,15019,Johnson Joseph,Sales5,contacted,hot,2025-10-16
Uthkarsh Choudhary,916518599264,kakarmishti@gmail.com,Referral,Chennai,Digital Marketing,25979,Johnson Joseph,Sales1,closed,hot,2025-09-25
Raunak Sachar,919979830631,echandra@gmail.com,LinkedIn,Hyderabad,ERP System,17150,Appu Saviyo,Sales4,unavailable,cold,2025-08-19
Faiyaz Ray,916578257249,sdeshpande@hotmail.com,Referral,Kochi,ERP System,97497,Admin,Sales5,closed,cold,2025-09-22
Samarth Andra,918074176983,lokeakarsh@behl.com,Naukri,Chennai,ERP System,23760,Nygil Binoy,Sales1,closed,cold,2025-08-18
Samiha Agrawal,918579325504,borraabram@chopra-garg.biz,Naukri,Bangalore,ERP System,51418,Appu Saviyo,Sales5,contacted,warm,2025-09-05
Umang Kata,917708838608,dhanush20@soni-hayre.com,Google Ads,Bangalore,Digital Marketing,18481,Nygil Binoy,Sales4,unavailable,cold,2025-09-27
Jivin Char,919807217286,athakkar@gmail.com,LinkedIn,Delhi,Mobile App,92946,Team Lead,Sales3,unavailable,cold,2025-10-19
Veer Solanki,916933479178,sarabadal@gmail.com,Instagram,Chennai,ERP System,94635,Johnson Joseph,Sales3,contacted,cold,2025-09-19
Elakshi Salvi,918792099745,rhayer@edwin-buch.com,Instagram,Delhi,ERP System,92004,Johnson Joseph,Sales1,converted,cold,2025-10-17
Ojas Khosla,918063173119,taranwali@gmail.com,Naukri,Delhi,Digital Marketing,89374,Team Lead,Sales3,closed,hot,2025-10-28
Faiyaz Dalal,918245108207,abram24@hotmail.com,Facebook,Kochi,Digital Marketing,20048,Admin,Sales1,contacted,warm,2025-08-17
Vritika Dara,919222020108,mannanvardaniya@khanna.com,Instagram,Bangalore,Mobile App,20192,Admin,Sales3,contacted,cold,2025-09-11
Nishith Brar,916138754863,sankarmiraya@yahoo.com,Google Ads,Mumbai,Web Design,81754,Team Lead,Sales2,unavailable,warm,2025-10-18
Biju Gokhale,917020464793,bhatnagararadhya@dutt.com,Naukri,Hyderabad,Mobile App,91824,Admin,Sales4,closed,warm,2025-10-23
Sana Char,919384913221,ugola@dass.info,LinkedIn,Bangalore,ERP System,8051,Admin,Sales3,contacted,cold,2025-10-13
Jhanvi Din,919731682155,jiyachander@hotmail.com,Referral,Chennai,Mobile App,99973,Team Lead,Sales5,unavailable,hot,2025-09-08
Sana Kaur,919333524884,darshitlanka@gmail.com,LinkedIn,Chennai,Mobile App,59827,Nygil Binoy,Sales1,contacted,hot,2025-09-18
Prerak Madan,919157142361,xacharya@hotmail.com,Naukri,Kochi,Digital Marketing,6326,Appu Saviyo,Sales3,unavailable,warm,2025-09-24
Sana Chanda,916558631501,urvi93@sen-balay.net,Instagram,Delhi,Mobile App,1739,Johnson Joseph,Sales4,contacted,hot,2025-10-24
Kanav Lala,916660150996,manjaridhaliwal@yahoo.com,Google Ads,Delhi,Web Design,82968,Team Lead,Sales3,closed,cold,2025-09-14
Faiyaz Bava,918362919975,tiwarihansh@vohra.com,Google Ads,Kochi,Mobile App,69864,Nygil Binoy,Sales2,unavailable,hot,2025-08-16
